nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Pietra Melo,725.418.096-11,da Cruz,PE,7032477793,2025-02-16,988.59,142814.19,Sr. Theodoro Monteiro,Ativa,Morte Natural,26251.0644,Invalidez Permanente,11932.302,Auxílio Funeral,477.29208,119323.02
Srta. Gabriela Carvalho,629.435.180-42,Pimenta,PE,954584122,2025-07-12,276.37,493100.8,Isabelly Novaes,Ativa,Morte Natural,12185.723,Auxílio Funeral,221.5586,Doenças Graves,2769.4825,55389.65
Marina da Costa,746.190.538-48,da Costa,SE,7963367730,2023-03-12,745.08,239488.02,Thomas da Mata,Ativa,Doenças Graves,30650.023,Morte Acidental,165510.1242,Auxílio Funeral,2452.00184,613000.46
Maysa da Luz,108.439.265-89,Farias de Guerra,DF,1655983420,2023-10-24,974.52,377577.73,Maitê da Rosa,Ativa,Morte Natural,14652.2046,Morte Acidental,17982.2511,Diária por Incapacidade,13.320186,66600.93
Sra. Sophia Aparecida,146.258.907-30,Silveira,PA,9914542745,2024-11-07,272.56,307650.35,Ravi Lucca Pastor,Ativa,Morte Natural,31116.6878,Morte Acidental,38188.6623,Invalidez Permanente,14143.949,141439.49
Rael Barbosa,409.586.371-48,Mendes de Alves,SP,8481831512,2025-01-22,225.69,32798.22,Cauê Macedo,Ativa,Doenças Graves,32403.409,Morte Natural,142574.9996,Morte Acidental,174978.4086,648068.18
Anna Liz da Mota,910.532.476-99,Vieira,ES,3738395351,2024-12-31,985.69,387951.41,Thiago Costa,Ativa,Morte Natural,19573.2746,Morte Acidental,24021.7461,Invalidez Permanente,8896.943,88969.43
Danilo Pacheco,203.654.987-00,das Neves de Abreu,AL,2486759718,2024-07-13,523.93,135556.51,Luana Araújo,Ativa,Invalidez Permanente,6288.605,Doenças Graves,3144.3025,Morte Acidental,16979.2335,62886.05
Josué Ramos,628.391.570-12,Pimenta,SE,5210535609,2025-10-08,208.31,55702.61,Dr. Ravy Gomes,Ativa,Morte Acidental,13524.3216,Morte Natural,11019.8176,Invalidez Permanente,5009.008,50090.08
Dr. Luiz Miguel Montenegro,836.912.074-13,Sales,RJ,1163633232,2023-07-14,802.15,126003.11,Caleb Aragão,Ativa,Auxílio Funeral,3587.85644,Invalidez Permanente,89696.411,Doenças Graves,44848.2055,896964.11
Maria Luiza Machado,953.160.428-24,Novais,SP,1750192843,2024-04-08,534.04,141243.55,Breno Macedo,Ativa,Invalidez Permanente,6711.658,Morte Acidental,18121.4766,Diária por Incapacidade,13.423316,67116.58
Ryan Barros,817.460.532-08,Ramos,GO,8181908900,2023-07-13,928.33,359188.52,Sr. Vinícius Nogueira,Ativa,Invalidez Permanente,11327.964,Auxílio Funeral,453.11856,Morte Acidental,30585.5028,113279.64
Dra. Olívia Pacheco,918.526.743-00,Carvalho do Sul,PB,8058349108,2025-04-06,232.71,437289.03,Dante Vieira,Ativa,Morte Natural,14146.1694,Doenças Graves,3215.0385,Morte Acidental,17361.2079,64300.77
Ana Lívia Fernandes,623.095.481-89,Correia da Serra,CE,9220330348,2024-10-16,528.8,33663.65,Henry Gabriel Rios,Ativa,Doenças Graves,5323.1655,Morte Natural,23421.9282,Morte Acidental,28745.0937,106463.31
Manuela Caldeira,730.219.865-95,Macedo da Mata,MS,387759530,2024-07-03,216.78,240383.95,Beatriz Campos,Suspensa,Diária por Incapacidade,15.583508,Invalidez Permanente,7791.754,Doenças Graves,3895.877,77917.54
Dr. Cauê Pereira,314.680.572-35,Abreu do Norte,MT,6559693226,2024-10-28,956.87,122727.82,Yago Pacheco,Ativa,Doenças Graves,8085.0055,Morte Acidental,43659.0297,Diária por Incapacidade,32.340022,161700.11
Matteo Montenegro,126.758.309-68,Almeida,RR,2314853805,2024-04-27,587.12,338403.3,Dr. João Felipe Melo,Ativa,Morte Natural,24134.7238,Auxílio Funeral,438.81316,Doenças Graves,5485.1645,109703.29
Dra. Maria Julia Vasconcelos,290.341.875-60,Viana de Porto,AC,172686468,2023-11-05,926.16,420136.04,Francisco Correia,Ativa,Auxílio Funeral,2274.52632,Doenças Graves,28431.579,Morte Natural,125098.9476,568631.58
Emilly Barbosa,523.610.879-95,Araújo,GO,4546676005,2023-03-27,651.86,312723.61,Maria Sophia Santos,Ativa,Doenças Graves,9028.333,Diária por Incapacidade,36.113332,Auxílio Funeral,722.26664,180566.66
Theodoro Azevedo,549.217.036-80,Silva da Mata,MA,7447827656,2023-04-16,226.74,361088.94,Vitor Gabriel Moura,Ativa,Doenças Graves,3105.178,Morte Natural,13662.7832,Morte Acidental,16767.9612,62103.56
Josué Leão,649.208.153-60,Sales,SC,3253003136,2025-09-15,928.67,51920.62,Liam Mendes,Cancelada,Morte Natural,43272.878,Diária por Incapacidade,39.33898,Invalidez Permanente,19669.49,196694.9
Dra. Ana Carolina da Paz,194.308.652-42,Freitas de da Costa,RS,3515582850,2024-05-19,219.64,345011.08,Gabriel Machado,Ativa,Doenças Graves,6533.9495,Invalidez Permanente,13067.899,Diária por Incapacidade,26.135798,130678.99
Gustavo Cardoso,439.017.258-14,Moreira de Pereira,ES,4341051201,2024-10-09,179.45,243182.7,Maria Julia Rios,Cancelada,Diária por Incapacidade,17.526902,Morte Natural,19279.5922,Invalidez Permanente,8763.451,87634.51
Lucas Dias,879.623.045-29,da Conceição,RJ,221565123,2023-09-10,635.76,112253.43,Davi Miguel Sales,Ativa,Morte Natural,41871.1282,Auxílio Funeral,761.29324,Doenças Graves,9516.1655,190323.31
Rael Vieira,451.698.723-64,Cardoso,AL,9241136784,2023-06-13,593.83,456860.93,Gabrielly Rios,Ativa,Doenças Graves,9095.378,Invalidez Permanente,18190.756,Auxílio Funeral,727.63024,181907.56
Olívia Novaes,437.296.581-82,Santos da Serra,RS,9869440406,2024-07-23,490.03,240487.51,Heloisa Viana,Suspensa,Auxílio Funeral,780.8846,Invalidez Permanente,19522.115,Morte Natural,42948.653,195221.15
Sra. Mariana Ferreira,389.742.560-29,Sales,TO,5957649827,2023-01-12,298.74,477023.54,Ravi Lucca Almeida,Cancelada,Morte Natural,39578.8118,Diária por Incapacidade,35.980738,Doenças Graves,8995.1845,179903.69
Pietro Sales,478.631.059-00,Carvalho,PE,1393739182,2023-12-01,942.61,433498.99,Luiz Fernando da Mota,Ativa,Morte Natural,138737.4648,Morte Acidental,170268.7068,Invalidez Permanente,63062.484,630624.84
Caio da Luz,837.204.615-80,Freitas,PA,465884121,2024-05-11,674.6,54449.77,Lavínia Dias,Ativa,Invalidez Permanente,13792.567,Auxílio Funeral,551.70268,Morte Natural,30343.6474,137925.67
Sr. Leonardo da Luz,709.163.248-69,Oliveira,MS,3476640862,2023-04-18,842.42,117952.33,Luan Dias,Ativa,Doenças Graves,34507.6975,Auxílio Funeral,2760.6158,Invalidez Permanente,69015.395,690153.95
Dr. João Vitor da Conceição,687.452.390-29,Costela,AM,6109679143,2024-07-31,278.48,444404.24,Vinicius da Cunha,Suspensa,Morte Acidental,38312.0172,Diária por Incapacidade,28.379272,Doenças Graves,7094.818,141896.36
Srta. Maria Júlia Cirino,841.936.270-04,Leão de Minas,AC,7522976008,2025-08-21,695.99,366386.06,Alana Castro,Ativa,Invalidez Permanente,56885.806,Diária por Incapacidade,113.771612,Morte Natural,125148.7732,568858.06
Ana Beatriz Viana,081.953.726-86,Melo de Fogaça,RR,7896745059,2022-12-26,102.32,123434.87,Davi Lucas Pinto,Cancelada,Auxílio Funeral,2542.53644,Doenças Graves,31781.7055,Morte Acidental,171621.2097,635634.11
Lucca Costela,263.087.941-04,Nogueira,CE,3536350146,2025-07-20,834.77,22517.35,Maria Eduarda Barbosa,Ativa,Doenças Graves,4318.606,Auxílio Funeral,345.48848,Morte Acidental,23320.4724,86372.12
Dante Ferreira,915.604.837-84,da Mota de Goiás,AC,2953705972,2024-02-10,384.12,141786.04,Ísis Freitas,Ativa,Doenças Graves,6896.9605,Morte Acidental,37243.5867,Auxílio Funeral,551.75684,137939.21
Brenda Barbosa,160.983.257-40,Monteiro,AM,9548562799,2024-06-28,540.35,34381.31,José da Rosa,Ativa,Morte Natural,21572.1022,Auxílio Funeral,392.22004,Morte Acidental,26474.8527,98055.01
José Guerra,526.903.814-51,Albuquerque Paulista,AM,8640083244,2023-03-15,416.32,169652.52,Kevin Rezende,Cancelada,Diária por Incapacidade,34.230452,Morte Natural,37653.4972,Morte Acidental,46211.1102,171152.26
Leandro Aragão,190.824.653-70,Correia do Galho,AP,2206558140,2024-05-06,200.89,415298.67,Eloah Souza,Suspensa,Morte Natural,21838.9578,Diária por Incapacidade,19.853598,Doenças Graves,4963.3995,99267.99
Murilo Casa Grande,369.481.257-19,Freitas de Correia,CE,7554013173,2025-10-13,226.89,449083.95,Ana Cecília Novaes,Ativa,Doenças Graves,8350.433,Invalidez Permanente,16700.866,Diária por Incapacidade,33.401732,167008.66
Léo Silva,536.980.421-42,Cavalcanti de Monteiro,ES,4753088963,2023-09-14,346.52,445313.84,Allana Machado,Ativa,Morte Natural,17532.7768,Auxílio Funeral,318.77776,Invalidez Permanente,7969.444,79694.44
Otto Fogaça,940.872.356-29,da Rosa,PB,1051259478,2024-07-29,768.9,69748.88,Enzo Sales,Ativa,Auxílio Funeral,2806.16612,Doenças Graves,35077.0765,Morte Natural,154339.1366,701541.53
Joaquim Martins,241.938.075-41,Siqueira de Minas,AP,7838292863,2023-08-21,185.58,368552.49,Gabriel da Paz,Ativa,Auxílio Funeral,2760.5036,Invalidez Permanente,69012.59,Morte Acidental,186333.993,690125.9
Juliana Gonçalves,478.925.163-28,Sampaio,PA,8650327670,2024-12-03,867.11,232076.24,Liz Rocha,Ativa,Invalidez Permanente,14750.381,Diária por Incapacidade,29.500762,Morte Natural,32450.8382,147503.81
Manuella Sampaio,748.621.950-67,Guerra,MG,528959572,2024-01-25,391.3,442181.12,Emilly Moraes,Suspensa,Morte Acidental,33358.9455,Auxílio Funeral,494.2066,Diária por Incapacidade,24.71033,123551.65
Maria Isis Teixeira,063.215.798-40,Silva do Norte,RJ,2611728709,2025-06-18,190.61,154447.12,Levi Macedo,Suspensa,Auxílio Funeral,3434.88784,Morte Natural,188918.8312,Diária por Incapacidade,171.744392,858721.96
Isaac Mendonça,685.027.913-03,Lima do Campo,BA,2419492377,2025-04-26,752.7,499610.72,Davi Lucca Moura,Ativa,Diária por Incapacidade,18.376982,Auxílio Funeral,367.53964,Morte Natural,20214.6802,91884.91
Kamilly Siqueira,641.789.325-19,Vasconcelos dos Dourados,CE,6735456882,2025-10-02,172.14,146249.49,Mariah Almeida,Ativa,Doenças Graves,6297.116,Invalidez Permanente,12594.232,Morte Acidental,34004.4264,125942.32
Julia Silva,596.847.123-91,Fernandes Paulista,AC,7620739396,2024-06-10,291.65,133489.84,Bento Pimenta,Ativa,Invalidez Permanente,18942.39,Morte Acidental,51144.453,Diária por Incapacidade,37.88478,189423.9
Amanda da Rosa,604.375.219-07,Macedo,PE,6076438157,2022-12-01,510.44,323505.82,Sr. Lorenzo Borges,Ativa,Morte Acidental,46897.0911,Doenças Graves,8684.6465,Auxílio Funeral,694.77172,173692.93
Sra. Marina Freitas,674.510.839-93,Andrade da Praia,RR,61587835,2024-07-24,803.91,393153.39,João Felipe Cardoso,Suspensa,Morte Acidental,24981.8904,Auxílio Funeral,370.10208,Invalidez Permanente,9252.552,92525.52
Bianca Castro,268.571.934-28,da Paz,MG,4364497263,2025-04-24,394.29,160106.16,Davi Lucca Mendes,Ativa,Doenças Graves,29822.2365,Diária por Incapacidade,119.288946,Morte Natural,131217.8406,596444.73
Sra. Júlia Duarte,764.239.018-13,Camargo,CE,3367243043,2023-01-12,688.7,296346.83,Diego Sales,Ativa,Morte Natural,11007.2446,Diária por Incapacidade,10.006586,Invalidez Permanente,5003.293,50032.93
Yuri Azevedo,763.418.059-93,Martins,AP,5958680647,2023-11-19,270.47,68014.57,Bento Lopes,Ativa,Morte Acidental,37661.6574,Doenças Graves,6974.381,Auxílio Funeral,557.95048,139487.62
Carlos Eduardo Rodrigues,294.380.156-98,da Rocha da Serra,SP,2343539202,2024-10-01,564.73,126729.92,Pedro Henrique Ramos,Ativa,Invalidez Permanente,75312.418,Morte Natural,165687.3196,Auxílio Funeral,3012.49672,753124.18
Dom Souza,167.402.983-78,Gomes da Prata,SC,1228671246,2024-11-01,237.95,208116.92,Larissa Mendes,Ativa,Doenças Graves,5575.5495,Morte Natural,24532.4178,Diária por Incapacidade,22.302198,111510.99
Sra. Aylla Jesus,901.543.678-93,Costa de Vargas,MS,1381358500,2023-12-03,129.66,126839.88,Bento Nascimento,Ativa,Doenças Graves,36511.9985,Morte Natural,160652.7934,Morte Acidental,197164.7919,730239.97
Ana Guerra,645.821.073-62,Pastor de Ferreira,ES,2936428211,2025-06-05,214.17,443496.62,Marcela Oliveira,Ativa,Diária por Incapacidade,18.617238,Morte Acidental,25133.2713,Doenças Graves,4654.3095,93086.19
Sr. Théo Peixoto,681.720.453-44,da Luz de Santos,BA,2736265932,2024-10-13,890.63,10733.91,Dra. Lunna Cavalcante,Ativa,Auxílio Funeral,436.7798,Morte Acidental,29482.6365,Doenças Graves,5459.7475,109194.95
João Silva,160.785.329-95,da Conceição da Mata,MT,7234220807,2025-06-15,850.63,366275.61,Luan Lopes,Ativa,Morte Acidental,37665.4995,Morte Natural,30690.407,Auxílio Funeral,558.0074,139501.85
Lavínia da Mota,703.561.982-86,Monteiro,SP,1358963734,2024-01-14,612.35,38433.97,Dra. Maria Sophia Campos,Ativa,Morte Acidental,15951.9969,Morte Natural,12997.9234,Auxílio Funeral,236.32588,59081.47
Manuella Fogaça,913.625.084-89,Pacheco,RJ,3287464199,2023-10-24,700.14,236656.52,Hadassa Aragão,Ativa,Morte Acidental,167625.855,Auxílio Funeral,2483.346,Morte Natural,136584.03,620836.5
Olivia Peixoto,582.617.904-01,Ferreira,PB,1741754655,2024-01-30,472.55,422306.61,Esther Duarte,Ativa,Morte Natural,31147.6308,Auxílio Funeral,566.32056,Morte Acidental,38226.6378,141580.14
Thales Câmara,856.091.374-20,Ramos,AL,2592050085,2024-12-02,624.28,277944.57,Lorenzo Sampaio,Suspensa,Morte Natural,180310.5986,Auxílio Funeral,3278.37452,Diária por Incapacidade,163.918726,819593.63
Dra. Cecília da Cunha,875.912.346-09,Araújo da Prata,TO,6970052965,2023-05-11,398.72,161775.57,Valentina Pastor,Ativa,Morte Acidental,214289.7903,Morte Natural,174606.4958,Diária por Incapacidade,158.733178,793665.89
Henry Gabriel Barros,432.591.876-00,Almeida,SE,3954039752,2023-11-26,656.63,273296.27,Hadassa Casa Grande,Ativa,Morte Natural,25843.4968,Invalidez Permanente,11747.044,Doenças Graves,5873.522,117470.44
Luna Carvalho,702.345.861-17,Andrade,MG,6538965124,2023-07-13,763.99,194613.45,Ana Laura das Neves,Ativa,Invalidez Permanente,14096.726,Doenças Graves,7048.363,Diária por Incapacidade,28.193452,140967.26
Manuela Oliveira,793.654.820-38,Nunes,AC,3797878693,2025-07-08,811.04,175066.44,Enzo Leão,Ativa,Invalidez Permanente,13681.671,Diária por Incapacidade,27.363342,Auxílio Funeral,547.26684,136816.71
Paulo Cardoso,876.403.251-53,Siqueira,RS,4706705809,2023-02-01,361.15,362426.39,Emanuelly Cassiano,Ativa,Auxílio Funeral,430.29744,Morte Natural,23666.3592,Doenças Graves,5378.718,107574.36
Vinícius Vieira,863.759.201-59,Ribeiro,SP,9320823838,2024-02-03,625.45,196822.03,Cauã Borges,Ativa,Morte Natural,23549.3522,Auxílio Funeral,428.17004,Diária por Incapacidade,21.408502,107042.51
Emilly Sousa,038.247.915-79,Moura,AC,7729334182,2023-05-07,659.87,34846.57,Sra. Natália da Rosa,Ativa,Doenças Graves,4265.023,Diária por Incapacidade,17.060092,Morte Acidental,23031.1242,85300.46
Luiz Gustavo Alves,253.468.190-70,Rios,GO,8205212772,2024-04-26,319.02,449060.96,Alexia Cardoso,Ativa,Auxílio Funeral,341.643,Diária por Incapacidade,17.08215,Morte Natural,18790.365,85410.75
Murilo Alves,587.013.492-79,Siqueira de da Paz,ES,9073582197,2023-02-13,488.85,71084.55,Lorenzo da Mota,Ativa,Doenças Graves,3910.9455,Auxílio Funeral,312.87564,Invalidez Permanente,7821.891,78218.91
Mariane Rodrigues,258.940.376-38,da Cruz,PE,401936592,2024-07-04,525.85,248053.46,Sr. Luiz Miguel Guerra,Suspensa,Morte Natural,113385.5712,Morte Acidental,139155.0192,Diária por Incapacidade,103.077792,515388.96
Sra. Isabelly Pimenta,468.713.520-07,Ferreira de Dias,RS,6829971806,2024-01-14,283.31,136481.69,Laís Peixoto,Ativa,Doenças Graves,6428.251,Invalidez Permanente,12856.502,Morte Acidental,34712.5554,128565.02
Vitória Brito,037.192.465-07,Monteiro de Cassiano,AL,1737226448,2025-09-28,335.12,255492.35,Murilo Leão,Ativa,Morte Natural,33395.5336,Doenças Graves,7589.894,Diária por Incapacidade,30.359576,151797.88
Anna Liz Teixeira,398.254.017-88,Porto do Galho,TO,155444218,2025-01-10,763.78,137943.15,Srta. Isabelly Machado,Ativa,Morte Natural,24572.0948,Auxílio Funeral,446.76536,Doenças Graves,5584.567,111691.34
Dr. Pedro Henrique Dias,563.281.704-08,Brito das Flores,RS,1761741931,2024-07-10,253.46,433483.94,Alice Mendes,Suspensa,Doenças Graves,9243.2005,Morte Natural,40670.0822,Morte Acidental,49913.2827,184864.01
Srta. Evelyn Almeida,430.951.867-20,Cardoso,MA,6524910403,2025-06-09,339.62,400784.03,Sr. Ryan Peixoto,Suspensa,Invalidez Permanente,13831.411,Morte Natural,30429.1042,Doenças Graves,6915.7055,138314.11
Ana Julia Andrade,259.360.178-77,Nogueira,RN,7508562349,2025-09-14,997.82,386783.29,Isaque Alves,Ativa,Auxílio Funeral,2289.63264,Morte Natural,125929.7952,Invalidez Permanente,57240.816,572408.16
João Miguel Cavalcanti,062.849.571-49,Pinto,GO,3876842015,2024-10-28,445.81,218076.66,Yago Montenegro,Cancelada,Doenças Graves,4913.003,Diária por Incapacidade,19.652012,Morte Acidental,26530.2162,98260.06
Srta. Olivia Ramos,743.601.892-22,Farias das Flores,RJ,4083011346,2024-09-21,900.54,400089.9,Rael Borges,Ativa,Morte Acidental,15541.3269,Doenças Graves,2878.0235,Invalidez Permanente,5756.047,57560.47
Sr. Francisco Rodrigues,543.196.782-73,Novais do Amparo,GO,1987064422,2024-02-24,870.55,194864.99,Paulo Cardoso,Ativa,Doenças Graves,3830.677,Auxílio Funeral,306.45416,Invalidez Permanente,7661.354,76613.54
Sophia Moraes,431.586.720-90,Cavalcante,AP,1221701141,2024-02-07,128.16,105473.34,Yago Costa,Suspensa,Morte Natural,25082.376,Doenças Graves,5700.54,Morte Acidental,30782.916,114010.8
Arthur Viana,932.068.547-92,Souza,AL,4613277597,2024-11-18,980.78,454011.74,Ana Cecília Cunha,Ativa,Invalidez Permanente,8410.439,Auxílio Funeral,336.41756,Morte Acidental,22708.1853,84104.39
Samuel Mendonça,783.946.210-31,Oliveira do Campo,MG,5945992579,2024-09-11,792.57,276023.23,Gabriel Barros,Ativa,Doenças Graves,4892.568,Auxílio Funeral,391.40544,Morte Acidental,26419.8672,97851.36
Natália da Costa,432.815.607-17,Novais,SP,5630145472,2023-07-10,782.42,424015.87,Vitor Gabriel Nascimento,Ativa,Diária por Incapacidade,27.286792,Doenças Graves,6821.698,Morte Acidental,36837.1692,136433.96
Hadassa Silva,635.819.472-00,Rios Paulista,BA,2675538152,2024-11-23,968.67,368363.96,Marina Casa Grande,Ativa,Morte Natural,41828.1512,Morte Acidental,51334.5492,Diária por Incapacidade,38.025592,190127.96
Cecília Cavalcanti,163.028.957-40,Pereira,PR,5718653050,2025-07-31,290.61,225362.24,Vitor Gabriel Nogueira,Cancelada,Diária por Incapacidade,37.16445,Morte Natural,40880.895,Auxílio Funeral,743.289,185822.25
Felipe Teixeira,061.835.749-10,Nunes de Almeida,RR,9012067829,2025-10-17,164.54,251877.58,Diego Andrade,Ativa,Doenças Graves,9837.554,Invalidez Permanente,19675.108,Auxílio Funeral,787.00432,196751.08
Maria Isis Sousa,487.205.916-67,Farias,GO,1062430231,2025-04-17,711.86,184867.13,Dr. Benjamin Fonseca,Ativa,Invalidez Permanente,69793.473,Morte Acidental,188442.3771,Morte Natural,153545.6406,697934.73
Luiz Gustavo Melo,619.035.842-05,Melo,AC,8274651247,2023-05-02,723.08,401770.22,Benjamim Mendonça,Ativa,Auxílio Funeral,691.12352,Morte Acidental,46650.8376,Invalidez Permanente,17278.088,172780.88
Nathan da Mata,840.973.561-00,Pimenta,RS,9970093254,2025-07-20,920.53,159446.66,Isabelly Ramos,Ativa,Morte Acidental,159563.8008,Invalidez Permanente,59097.704,Auxílio Funeral,2363.90816,590977.04
Bella Costela,605.183.479-66,Montenegro do Galho,CE,7403548365,2024-11-11,933.1,171924.82,Sra. Marina Ribeiro,Suspensa,Morte Natural,14844.104,Auxílio Funeral,269.8928,Diária por Incapacidade,13.49464,67473.2
João Lucas Sales,623.950.841-15,Monteiro de Minas,PR,5535490308,2025-02-23,759.28,248695.29,Alexia Sousa,Ativa,Auxílio Funeral,550.12388,Morte Natural,30256.8134,Morte Acidental,37133.3619,137530.97
Srta. Maria Helena Dias,915.748.230-60,da Conceição Alegre,RJ,9716993436,2025-05-21,114.2,396708.22,Luiz Felipe Almeida,Ativa,Doenças Graves,33400.3175,Morte Acidental,180361.7145,Invalidez Permanente,66800.635,668006.35
Laís Oliveira,162.045.978-76,Gonçalves,PR,1393702557,2024-10-05,312.98,429033.68,Emilly Sousa,Ativa,Auxílio Funeral,3278.48892,Morte Natural,180316.8906,Doenças Graves,40981.1115,819622.23
Dr. Ravi Lucca Abreu,610.487.532-71,Souza,AM,6239897622,2023-02-28,435.04,252553.43,Pedro Pires,Ativa,Diária por Incapacidade,36.237332,Auxílio Funeral,724.74664,Morte Acidental,48920.3982,181186.66
João Vitor Ferreira,458.169.723-91,Almeida,PE,3141179402,2025-10-11,212.93,95738.85,Bruna Casa Grande,Ativa,Morte Acidental,39300.3441,Diária por Incapacidade,29.111366,Invalidez Permanente,14555.683,145556.83
Mariana Macedo,582.391.760-03,Viana,DF,6832683048,2022-11-24,523.8,44688.93,Diogo Rodrigues,Ativa,Invalidez Permanente,19168.966,Morte Acidental,51756.2082,Morte Natural,42171.7252,191689.66
Sara Rocha,086.749.531-66,Guerra,MS,769422378,2023-04-05,735.32,495982.25,Ana Julia Fernandes,Ativa,Diária por Incapacidade,22.35934,Morte Natural,24595.274,Auxílio Funeral,447.1868,111796.7
