nome_segurado,tipo_sinistro,nome_beneficiario,valor_sinistro,quem_forma_beneficiados,status_seguro,regiao_sinistro
Juliana da Cruz,Invalidez Permanente,Ravi Aparecida,58210.39,Rael Macedo,Pago,Duarte do Galho
Maria Alice Mendes,Auxílio Funeral,Letícia Ribeiro,97385.68,Sr. Antony Novais,Pago,Abreu do Sul
Luiz Gustavo Farias,Invalidez Permanente,Rodrigo Mendes,85457.25,Bruno Rios,Em análise,Sales Verde
Sr. Leonardo Marques,Invalidez Permanente,Rael Siqueira,18774.95,Rafaela Nogueira,Em análise,Moraes Paulista
Maria Laura Rios,Doença Grave,Dr. Pietro Melo,242373.27,Nathan Porto,Em análise,Marques da Serra
Dr. Gustavo Henrique Fonseca,Morte Acidental,Dante Vieira,69837.06,Sr. Anthony Gabriel Costa,Pago,Machado
Theo Vargas,Morte Acidental,Ana Cecília Lima,40893.13,Gael Melo,Negado,Guerra
Rafaela Nogueira,Morte Acidental,Dra. Marina Viana,17620.89,Vinícius Câmara,Em análise,Oliveira
Sra. Bárbara Rezende,Morte Acidental,Carlos Eduardo Cunha,36825.17,Lorena Cavalcanti,Negado,Macedo de Minas
Marina Peixoto,Auxílio Funeral,Ravi Lucca Pinto,27776.51,Caio Borges,Negado,Cassiano do Oeste
Alícia Moreira,Morte Acidental,André Dias,20383.55,Emanuelly Farias,Negado,Camargo da Serra
Nina Ramos,Invalidez Permanente,Benício das Neves,94155.31,José Pedro Leão,Em análise,da Mata da Mata
Marina Abreu,Auxílio Funeral,Stephany Moura,29931.77,Theodoro Melo,Pago,Cardoso
Enzo Gabriel Oliveira,Morte Acidental,Dr. Anthony Gabriel Sousa,300298.93,Davi Jesus,Negado,Fogaça do Sul
Theo Almeida,Morte Acidental,Sr. João Lucas Barros,306906.49,João Pedro da Cruz,Em análise,Macedo de Costela
João Pedro Machado,Morte Acidental,Dr. Rhavi Pinto,14454.48,Dra. Maria Júlia Barbosa,Pago,da Paz Verde
Lorena Fernandes,Morte Acidental,Ana Luiza Sales,82248.29,Stephany Ramos,Negado,Albuquerque do Campo
João Miguel das Neves,Morte Acidental,Larissa Cassiano,23155.51,Rodrigo Andrade,Em análise,Porto do Amparo
Dr. Henrique Rocha,Morte Acidental,Gael Ferreira,79790.16,Francisco da Rosa,Negado,Carvalho
Caleb Mendonça,Morte Acidental,Mariana Sampaio,54675.58,Luigi Martins,Pago,Campos
Srta. Ana Laura Pacheco,Doença Grave,Diogo Silveira,77586.5,Aylla Macedo,Negado,Siqueira do Sul
Lunna Silva,Invalidez Permanente,Maria Sophia Barros,77354.12,Maria Eduarda Albuquerque,Em análise,Mendes da Serra
Valentina Andrade,Morte Acidental,Liam Câmara,95717.87,Benício Borges,Pago,Correia
Bella Silva,Morte Acidental,Caleb Gomes,14283.15,Dr. Gael Cunha,Em análise,Borges
Maria Cecília Fogaça,Doença Grave,Vitória Garcia,468042.81,Davi Lucas Fonseca,Em análise,das Neves
Sophie Pires,Auxílio Funeral,Theo Araújo,237262.63,Matteo Vieira,Em análise,Silva
Sra. Aylla da Rocha,Doença Grave,Cauê Barros,81920.52,Bryan da Rocha,Pago,Silveira
Rebeca da Mota,Morte Acidental,Sr. Benjamin Câmara,42047.91,João Lucas Santos,Negado,Silveira do Sul
Benjamin Pastor,Morte Acidental,Renan Araújo,54072.86,Sra. Maria Fernanda Pires,Negado,Freitas do Campo
Arthur Gabriel Gomes,Invalidez Permanente,José da Cunha,27326.09,Maria Laura Abreu,Negado,Brito
Júlia da Rocha,Morte Acidental,Noah Moreira,80549.67,Liz Pacheco,Pago,Andrade do Oeste
Theo Albuquerque,Morte Acidental,Agatha Vasconcelos,463834.77,Maysa Rodrigues,Negado,Brito
Alexia Barros,Auxílio Funeral,Leonardo Sampaio,55555.33,João Gabriel Macedo,Negado,Porto da Mata
Antony Correia,Morte Acidental,Calebe Cardoso,47246.93,Ian Sá,Em análise,Pereira Verde
Pietro Câmara,Morte Acidental,Cecilia Mendes,14567.35,Luiz Gustavo Fernandes,Pago,Cirino
Dra. Ana Lívia Oliveira,Morte Acidental,Dr. Henry Gabriel da Mata,87559.28,Sra. Ayla Barros,Em análise,Castro
Maysa da Mota,Doença Grave,Dra. Letícia da Paz,48042.72,Stephany da Mota,Negado,Abreu
Alana Rios,Invalidez Permanente,Hellena Pastor,55664.23,Ayla Costela,Negado,da Cruz
Ana Julia Siqueira,Auxílio Funeral,Luiz Miguel Castro,44234.16,Henry Campos,Negado,da Paz de Pires
Srta. Bella Rios,Auxílio Funeral,Dom Rezende,17749.16,Mariana Mendes,Em análise,Carvalho
Alice Sá,Auxílio Funeral,Marcela Dias,40955.89,Caio Carvalho,Pago,Novaes da Prata
Vinicius Cassiano,Auxílio Funeral,Emanuella Martins,90470.74,Ana Júlia Sales,Pago,Almeida Alegre
Amanda Teixeira,Invalidez Permanente,Brayan da Costa,447081.57,Maria Luiza Santos,Pago,Costa de Alves
Joaquim Duarte,Doença Grave,Anthony Albuquerque,50052.6,Sr. Oliver Martins,Em análise,Almeida
Benício Montenegro,Morte Acidental,Lívia Nogueira,36381.94,Srta. Maria Sophia Silva,Negado,Martins Alegre
Dra. Antonella Duarte,Auxílio Funeral,José Correia,12943.55,Benjamin Machado,Negado,Castro da Serra
Benjamin Santos,Morte Acidental,Dante Albuquerque,21523.1,João Pedro Freitas,Pago,Rodrigues
Breno Monteiro,Morte Acidental,João Miguel Cassiano,43721.7,Rael Oliveira,Negado,Silva
Vinícius Pires,Morte Acidental,Bárbara Albuquerque,41852.49,Valentim da Mata,Pago,Ramos
Diogo Albuquerque,Invalidez Permanente,Emanuelly Costela,96151.08,Sr. Theodoro Montenegro,Negado,da Mota
Rael Caldeira,Auxílio Funeral,Vitor Hugo Dias,42253.23,Luiz Miguel da Mota,Pago,Sampaio
Marcela Rocha,Invalidez Permanente,Mirella da Conceição,428718.73,Josué Duarte,Pago,Silveira do Norte
Mariah Silveira,Morte Acidental,Ana Macedo,36287.78,Emanuel Castro,Negado,Machado
Benjamin Cavalcanti,Invalidez Permanente,Maria Fernanda Freitas,73426.48,Kevin Santos,Negado,Gonçalves da Prata
João Lucas Peixoto,Morte Acidental,Mariana Aragão,234206.61,Sra. Aurora Monteiro,Em análise,Leão
João Ribeiro,Morte Acidental,Ana Júlia Ramos,97978.94,Davi Lucas Camargo,Pago,Castro das Pedras
Oliver Lima,Doença Grave,Luara Siqueira,237152.73,Theo Viana,Em análise,da Mata
Sabrina Garcia,Invalidez Permanente,Dr. Gabriel Moura,331536.33,João Montenegro,Em análise,Novaes do Campo
Isaque Aparecida,Doença Grave,Lucca Ribeiro,10754.26,Ravi Lucca Abreu,Em análise,Dias dos Dourados
Sr. Levi Teixeira,Morte Acidental,Stephany Alves,63857.18,Raul Leão,Negado,Alves
Dr. João Pedro Cavalcante,Doença Grave,Augusto Ferreira,79205.08,Jade Guerra,Pago,Camargo
Renan Sá,Morte Acidental,Francisco Sales,47094.57,Bruna Cirino,Em análise,Duarte
Maria Clara Barros,Doença Grave,Fernanda Garcia,65963.62,Srta. Manuella Cardoso,Pago,da Cunha da Mata
Leonardo Rocha,Morte Acidental,Thomas da Rocha,92847.66,Rhavi Silva,Pago,Macedo de Fernandes
Eduarda Nunes,Morte Acidental,Fernando Sampaio,25521.93,Manuela Nogueira,Em análise,Andrade de Barros
Kevin Câmara,Morte Acidental,Alice Carvalho,55273.02,Dra. Valentina Aparecida,Pago,Cardoso de Cavalcante
Elisa Pinto,Morte Acidental,Dr. Danilo Fonseca,83988.84,Davi Luiz Sales,Negado,Macedo de Lima
Sophie da Cruz,Invalidez Permanente,Sra. Jade Gonçalves,55216.36,Theodoro Fonseca,Em análise,Camargo da Serra
Maya Guerra,Morte Acidental,Emanuella Novaes,63474.12,Rael Barbosa,Pago,Lima
Vitor Gabriel Gomes,Morte Acidental,Luiz Fernando Duarte,221933.36,Ana Cecília Pacheco,Negado,Rios
Isaac da Costa,Invalidez Permanente,Rodrigo Moraes,60609.81,Marcos Vinicius Novaes,Pago,Farias
Dra. Hadassa Montenegro,Morte Acidental,Henrique Melo,426681.38,Hellena Ferreira,Negado,Teixeira
Srta. Ana Sophia Costa,Morte Acidental,Paulo Vargas,57510.61,Olívia Martins,Pago,Nunes
Caio Almeida,Morte Acidental,Joana Fernandes,221890.96,Olívia Ribeiro,Pago,Caldeira
Gustavo Henrique da Mata,Doença Grave,Dra. Sabrina Fogaça,239162.88,Ana Laura Costa,Em análise,Rocha da Prata
Dr. Pedro Vasconcelos,Morte Acidental,Pedro Camargo,12900.89,Igor Castro,Pago,Garcia de Leão
Vitor Hugo Lima,Morte Acidental,Dr. Asafe Ferreira,97728.42,Stephany Cunha,Negado,Sales
Mariane Novaes,Invalidez Permanente,Calebe Ramos,453968.69,Vitor Sousa,Negado,Oliveira
Luara Nunes,Morte Acidental,Matheus Andrade,82323.53,João Vitor Ramos,Em análise,Vasconcelos
Srta. Manuella Brito,Doença Grave,Sophia Fonseca,26400.43,Maria Laura Mendes,Em análise,Melo de Castro
Maria Helena Martins,Morte Acidental,Ana Carolina Sampaio,206645.76,Bryan Silveira,Em análise,Montenegro Alegre
Francisco Viana,Invalidez Permanente,Maria Laura Montenegro,427239.32,Srta. Maysa Fonseca,Pago,Novais da Prata
Rael Fogaça,Morte Acidental,Sra. Sophia Machado,92152.26,Bryan Nascimento,Em análise,da Rocha de da Conceição
Marina Duarte,Morte Acidental,Cecilia Moraes,76431.37,Dr. Ravi Pires,Negado,da Rosa
Dr. Otto Fonseca,Doença Grave,Francisco Carvalho,67261.47,Josué da Cruz,Negado,Aparecida
Srta. Jade Rezende,Morte Acidental,Breno Lopes,81677.3,Ana Julia Cassiano,Negado,Fonseca
Sr. Thomas Azevedo,Doença Grave,Liz Costela,94129.51,Yan Fernandes,Pago,Barbosa
Matteo Costa,Morte Acidental,Raquel Moura,32083.99,Sofia Casa Grande,Negado,Novaes
Luiz Fernando Macedo,Morte Acidental,Dr. Dante Azevedo,207585.5,Sophie Machado,Pago,Peixoto
Davi Lucas Pacheco,Auxílio Funeral,Maria Vitória da Mata,25855.4,Isaque Ribeiro,Negado,da Rosa de Melo
Maria Flor Abreu,Auxílio Funeral,Sr. Ravi Lucca Pacheco,74212.2,Cauê Aragão,Negado,Correia
Samuel Cavalcanti,Morte Acidental,Srta. Elisa Rocha,90949.7,Dra. Ana Cecília Camargo,Pago,Araújo de Ferreira
Ravy Fonseca,Morte Acidental,Catarina Correia,45811.78,Bella da Costa,Pago,Correia da Praia
Caio Gomes,Invalidez Permanente,Ravi Vieira,85265.44,Ágatha Barbosa,Em análise,Barbosa
Luiz Otávio Costa,Morte Acidental,Bernardo Azevedo,86998.29,Dra. Gabriela Costela,Pago,Abreu de Cirino
Calebe Pereira,Morte Acidental,Sarah da Rocha,425077.46,Maria Clara Abreu,Pago,Almeida
Manuella Farias,Morte Acidental,Marcos Vinicius Alves,38701.1,Pietra Novaes,Em análise,Lima Verde
Maria Fernanda Guerra,Morte Acidental,Dom Gonçalves,340296.26,João Vitor Fonseca,Pago,Camargo de Minas
Srta. Nina Jesus,Morte Acidental,Samuel Ribeiro,59544.8,Ravy Rocha,Negado,Nunes Paulista
Letícia Marques,Invalidez Permanente,Sr. Daniel Pereira,457428.75,Vitor Souza,Negado,Nunes Paulista
Ísis Casa Grande,Invalidez Permanente,Alexandre da Rosa,88091.98,José Cassiano,Em análise,Gonçalves do Campo
Giovanna Cavalcanti,Auxílio Funeral,Ana Julia Pereira,57301.48,Sra. Emanuella Fogaça,Negado,Marques
Felipe Gonçalves,Doença Grave,Noah Sousa,40794.59,André Vieira,Pago,Almeida do Norte
Sr. Leandro Alves,Morte Acidental,Henry Gabriel da Costa,267003.26,Srta. Maria Liz Nogueira,Pago,Cassiano de Melo
Dr. José Miguel Garcia,Invalidez Permanente,Lavínia Pacheco,56044.35,Milena Fonseca,Em análise,Martins
Pedro Miguel Cassiano,Doença Grave,Ryan Araújo,225643.62,Sr. Erick Cavalcante,Pago,Marques
Hadassa Camargo,Morte Acidental,Melissa Andrade,58327.41,Marcelo Campos,Em análise,Alves da Praia
Rebeca Andrade,Doença Grave,Dra. Isabelly Pereira,37110.31,Rafael Cardoso,Pago,Marques de Vasconcelos
Sr. Rhavi Cavalcante,Invalidez Permanente,Sra. Sarah Câmara,39904.29,Marcelo da Mota,Pago,das Neves do Galho
Dr. Vitor Abreu,Morte Acidental,Marcos Vinicius Sá,299303.34,Antônio Barbosa,Pago,Aparecida de Correia
Bella Vieira,Doença Grave,Gustavo Barros,81125.74,Ryan Câmara,Pago,Pires de Vargas
Milena Silva,Invalidez Permanente,Alana Cardoso,78903.25,Júlia da Rocha,Em análise,Moreira
Luiz Gustavo Moreira,Invalidez Permanente,Ana Carolina Nunes,288118.66,Dra. Ana Julia Barbosa,Pago,Andrade
Isabella da Paz,Morte Acidental,Bruno Casa Grande,19765.11,Dra. Catarina Abreu,Em análise,Almeida da Mata
Arthur Cassiano,Doença Grave,Theodoro Barbosa,72201.92,Bryan da Mata,Negado,Vasconcelos
Dr. Ravi Duarte,Invalidez Permanente,Diego Leão,45980.42,Helena Costa,Em análise,Costela de Jesus
Isabela Pacheco,Invalidez Permanente,Luísa Costa,69166.31,Vinícius Fernandes,Negado,Campos Paulista
Brayan Rios,Morte Acidental,Rafael Lima,63708.49,Ian Gonçalves,Pago,da Paz
Alícia Barbosa,Doença Grave,Paulo das Neves,287992.24,Miguel Borges,Em análise,Pastor Verde
Alícia Alves,Morte Acidental,Isabelly Câmara,94162.06,Dr. Igor Monteiro,Pago,Viana
Sra. Mariana Duarte,Invalidez Permanente,Renan Souza,56342.55,Sra. Hadassa Nascimento,Em análise,Ramos
Mariana Peixoto,Invalidez Permanente,Srta. Maitê da Paz,50999.74,João Felipe Cassiano,Em análise,Ribeiro de Rezende
Sr. Lorenzo Souza,Auxílio Funeral,Bernardo Cassiano,30812.7,Isaac Carvalho,Negado,da Luz da Serra
Vitor Hugo Alves,Morte Acidental,Heitor Brito,36723.26,Srta. Melina Viana,Em análise,Cavalcanti
Raquel Silva,Invalidez Permanente,João Pedro Correia,291225.69,Liam Souza,Em análise,Sá
Thomas Costa,Morte Acidental,Heitor Ferreira,89625.32,Theodoro Dias,Em análise,Marques
Maya Rios,Morte Acidental,Luísa Campos,14938.9,Srta. Nina Gonçalves,Pago,Fernandes
Catarina Sampaio,Morte Acidental,Aurora Moura,410225.27,André Mendes,Pago,Vasconcelos
Srta. Maria Alice Cavalcanti,Invalidez Permanente,Ester Albuquerque,66203.0,Liam Cavalcante,Negado,Vieira de Camargo
Raul Cavalcanti,Auxílio Funeral,Lorena Macedo,74611.6,Raul Rodrigues,Em análise,Montenegro de Nunes
Calebe Leão,Morte Acidental,Sra. Lívia Correia,301315.41,João Pedro Sales,Negado,Costela
Ayla Vargas,Morte Acidental,Dr. Noah Fogaça,74283.02,Guilherme Borges,Pago,da Luz
Caleb Guerra,Doença Grave,Lorenzo Silveira,76708.75,Bruno Barbosa,Em análise,Guerra de Marques
Ana Sophia Leão,Morte Acidental,Luiz Henrique Porto,91211.57,Joaquim Novaes,Negado,Monteiro
Mirella Fogaça,Auxílio Funeral,Melissa Souza,19741.62,Sara Silveira,Negado,Pires do Sul
Sra. Maria Vitória Guerra,Morte Acidental,Théo Andrade,92592.99,Liam Moreira,Pago,Pacheco
José Cavalcanti,Morte Acidental,Theo Oliveira,63172.52,Melina Cirino,Negado,Nascimento de da Paz
Gael Moreira,Morte Acidental,Enrico Macedo,471538.26,Ravy das Neves,Pago,Martins
Sr. Danilo Nogueira,Doença Grave,Vitória Freitas,98588.86,Enrico Ribeiro,Pago,Pereira do Sul
Augusto Lopes,Invalidez Permanente,Jade Siqueira,28107.3,Ana Lívia Cavalcante,Em análise,Marques
Cecilia Cavalcanti,Morte Acidental,Liz Lima,49650.59,Allana Leão,Negado,Sales
Srta. Giovanna Sousa,Invalidez Permanente,Yan Costela,22367.39,Heitor Vargas,Pago,Santos
Ana Luiza Araújo,Invalidez Permanente,Dante da Paz,15869.07,Yan Rios,Em análise,Freitas de Goiás
Cauã da Mota,Morte Acidental,João Guilherme Campos,69365.16,João Pedro Costa,Em análise,Moura Verde
Carolina Fonseca,Morte Acidental,Srta. Ana Laura Sousa,36992.95,Lavínia Gomes,Negado,da Conceição do Campo
Dom Oliveira,Invalidez Permanente,Heloísa Aragão,66833.48,Mariana Cassiano,Negado,Garcia
André Dias,Morte Acidental,Luana Melo,449174.61,João Miguel Monteiro,Pago,Carvalho do Norte
Antonella Carvalho,Doença Grave,Joaquim Jesus,498382.81,Srta. Camila Alves,Em análise,da Luz da Mata
Enrico da Rocha,Morte Acidental,Gael Henrique Guerra,27705.03,Bruno Rodrigues,Negado,da Cunha
Felipe Montenegro,Auxílio Funeral,Arthur Gabriel Melo,21867.37,Sofia Moura,Negado,Sousa
Nicolas Siqueira,Auxílio Funeral,Rafaela das Neves,312439.08,Mariane Silveira,Em análise,Sousa
Liam Campos,Invalidez Permanente,Ísis Cirino,204640.42,Gustavo Henrique Machado,Pago,Alves
Bárbara Vargas,Morte Acidental,Davi Luiz Lima,400009.13,Josué Moreira,Pago,Albuquerque
Júlia Ferreira,Invalidez Permanente,Dra. Sara Moraes,14749.95,Yan Alves,Em análise,Freitas
Sophie Abreu,Doença Grave,Eduarda Nascimento,81613.7,Sr. Benjamin Fernandes,Em análise,Albuquerque
Srta. Ana Cecília Mendes,Invalidez Permanente,Lucca Abreu,44649.88,Leandro Nunes,Pago,Costa
Liam Sampaio,Auxílio Funeral,Sr. Diego Aparecida,44996.79,Maria Helena Nascimento,Pago,Santos de Minas
Catarina Camargo,Morte Acidental,Allana Araújo,85500.58,João Miguel Moura,Em análise,Cavalcante
Luiz Fernando Cunha,Morte Acidental,Laura Moura,64258.77,Arthur das Neves,Negado,Gonçalves
Thiago Brito,Auxílio Funeral,Ryan Albuquerque,91208.98,Maria Fernanda Ribeiro,Em análise,Camargo
Leonardo Moreira,Morte Acidental,Diego Pimenta,369058.9,Isaque da Mota,Negado,Porto de Alves
João Lucas Aparecida,Morte Acidental,Mirella Cunha,19597.93,Mateus Garcia,Negado,Gomes de Mendes
Thomas Camargo,Morte Acidental,Gustavo da Cruz,366795.53,João Lucas Ribeiro,Negado,Macedo de Mendonça
Catarina Andrade,Morte Acidental,Ayla Pacheco,418963.67,Luiz Gustavo Rocha,Pago,Sampaio do Galho
Mariane Câmara,Morte Acidental,Arthur Cassiano,202027.78,Sr. Bento Garcia,Em análise,Cassiano
Hellena Abreu,Morte Acidental,Alícia Mendes,99649.35,Bárbara Araújo,Pago,Sampaio Alegre
Sr. Liam Moura,Morte Acidental,Alexandre Nascimento,59478.39,Srta. Lorena Oliveira,Pago,Camargo da Praia
Igor Moraes,Morte Acidental,Sra. Antonella Ribeiro,70118.19,Clara Pimenta,Negado,das Neves do Amparo
Marcos Vinicius Freitas,Doença Grave,José Pedro Rezende,337113.68,Ana Laura da Rosa,Pago,Vargas das Pedras
Benício Cavalcante,Invalidez Permanente,João Guilherme da Rocha,26071.49,Antônio das Neves,Em análise,Cavalcanti das Flores
Hellena Câmara,Doença Grave,Mateus Fogaça,39908.37,Rebeca Rezende,Negado,Casa Grande
Ana Lívia Costa,Morte Acidental,Henry Gabriel Fernandes,232588.99,Vinícius Nogueira,Em análise,Aparecida de Goiás
Ana Carolina Sampaio,Morte Acidental,Sr. Bernardo Melo,43707.1,Dr. Bernardo Moura,Negado,Pires da Prata
Manuela Cassiano,Auxílio Funeral,Kevin Farias,57606.47,Théo Aragão,Em análise,Souza
Igor Farias,Morte Acidental,Dom Rezende,31971.91,Benicio Castro,Em análise,Fogaça
Ana Laura da Luz,Invalidez Permanente,Dra. Letícia Correia,40960.02,Sr. Vinicius Castro,Em análise,Moura de Silva
Letícia Silva,Doença Grave,Arthur Gabriel Rezende,51073.42,Maria Alice Vasconcelos,Negado,Gomes da Praia
Ayla Martins,Doença Grave,João Gabriel Farias,41263.06,João Lucas Cavalcanti,Pago,Teixeira
Pedro Henrique Pereira,Invalidez Permanente,Pedro Camargo,38268.64,Ana Vitória Barbosa,Em análise,Melo
Sarah Jesus,Morte Acidental,Sr. Matheus Campos,448000.24,Sr. Theo Santos,Pago,Casa Grande
Gustavo Henrique Gonçalves,Morte Acidental,Dra. Ana Laura Montenegro,94490.83,Nicole Lopes,Pago,Cirino de Freitas
Dr. Vitor Rios,Morte Acidental,Enzo Gabriel Jesus,88165.76,Juliana Teixeira,Negado,Marques de Rios
Nathan Gonçalves,Morte Acidental,Sra. Sophia Nunes,85039.23,Emanuelly Rios,Negado,Sales
Maria Julia Brito,Morte Acidental,Dante da Mota,29744.64,João Miguel Fonseca,Negado,da Paz
Isaac Siqueira,Doença Grave,Kaique Marques,89495.69,Rafaela Sá,Em análise,Cunha de da Cruz
Antonella Aragão,Morte Acidental,Ana Sophia Cavalcanti,69766.48,Maria Luísa Cunha,Negado,Teixeira de da Cruz
Dante Fogaça,Morte Acidental,Isadora da Conceição,57075.3,Alícia Araújo,Pago,Novaes da Praia
Evelyn Montenegro,Morte Acidental,Carolina Camargo,55892.76,Maria Flor Costa,Pago,da Paz de Nunes
Dante Pacheco,Morte Acidental,Ana Vitória da Conceição,24863.19,Vitor Hugo da Mota,Negado,da Rosa do Galho
Bruna Macedo,Morte Acidental,Dr. João Vitor da Rosa,52557.12,Srta. Ana Laura Santos,Pago,da Cruz da Praia
Felipe da Paz,Morte Acidental,João Vitor Viana,61689.62,Raul Viana,Pago,da Mata da Mata
Eloah Barros,Doença Grave,Srta. Hellena Alves,56396.48,Maria Júlia Monteiro,Pago,Macedo
Cecilia Monteiro,Morte Acidental,Maria Cecília da Rocha,36023.5,Benjamim das Neves,Em análise,Mendonça de Abreu
Otávio Moura,Morte Acidental,Rafaela Brito,86885.35,Srta. Maria Júlia Moura,Em análise,Siqueira
Srta. Raquel Araújo,Morte Acidental,Calebe Rios,95817.78,Srta. Evelyn Costa,Pago,da Costa de Vasconcelos
Srta. Isabelly Novaes,Doença Grave,Dr. Luiz Fernando Ribeiro,385945.61,Arthur Gabriel Cassiano,Em análise,Dias
João Vitor Lopes,Doença Grave,Ísis Vasconcelos,91019.58,Maria Luísa Borges,Negado,Gomes
Heloísa Câmara,Auxílio Funeral,Sr. Bernardo Ribeiro,45874.69,Fernanda Aragão,Pago,Fogaça
Dra. Isabella Sampaio,Morte Acidental,Lorena Ramos,13920.51,Yan Andrade,Em análise,da Cunha das Pedras
João Pedro Fogaça,Morte Acidental,Clarice da Conceição,24311.93,Davi Lucas Cavalcante,Negado,Silva de Ferreira
Paulo Dias,Auxílio Funeral,Miguel Câmara,92050.59,Dr. Enrico Costa,Em análise,Casa Grande
Luigi Abreu,Morte Acidental,Marina Garcia,39825.11,Théo Azevedo,Em análise,da Mota do Amparo
Helena Gonçalves,Invalidez Permanente,Luiz Henrique Dias,70517.8,Calebe Jesus,Pago,Aragão de Vieira
Guilherme Novaes,Doença Grave,Ana Liz Vieira,78882.29,Pietra Andrade,Negado,Vargas
Dr. Pedro Henrique Viana,Morte Acidental,Maysa Rios,21067.15,Thiago Guerra,Negado,Camargo do Campo
Sra. Clarice Marques,Morte Acidental,Luigi Jesus,20861.68,Sr. Henry Viana,Negado,da Costa
Léo Borges,Morte Acidental,Emanuel Pimenta,212267.13,Emilly Nogueira,Pago,Aragão
Pedro Henrique Silva,Morte Acidental,João Pedro Macedo,83126.06,Kevin Sousa,Pago,Nunes
Kaique das Neves,Doença Grave,Calebe Casa Grande,324777.55,Rebeca Barbosa,Pago,da Rocha Paulista
Davi Miguel Sá,Invalidez Permanente,Cauê Vargas,216474.04,Sra. Joana da Mota,Em análise,Campos de Azevedo
Bruno Montenegro,Auxílio Funeral,Erick Câmara,378115.31,Luiz Miguel Ferreira,Negado,Montenegro de Minas
Antonella Cassiano,Morte Acidental,Esther Sousa,347690.77,Aylla Martins,Negado,Alves
Gael Henrique Cardoso,Auxílio Funeral,Lunna Araújo,44657.78,Antony Jesus,Negado,Sampaio
Gabriela Pinto,Morte Acidental,Ana Julia Peixoto,34785.16,Zoe Ferreira,Pago,Pinto
