nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Srta. Gabriela Carvalho,629.435.180-42,Pimenta,PE,954584122,2025-07-12,276.37,493100.80,Isabelly Novaes,Ativa,Morte Natural,12185.72,Auxílio Funeral,221.56,Doenças Graves,2769.48,55389.65
Marina da Costa,746.190.538-48,da Costa,SE,7963367730,2023-03-12,745.08,239488.02,Thomas da Mata,Ativa,Doenças Graves,30650.02,Morte Acidental,165510.12,Auxílio Funeral,2452.00,613000.46
Maysa da Luz,108.439.265-89,Farias de Guerra,DF,1655983420,2023-10-24,974.52,377577.73,Maitá¦ da Rosa,Ativa,Morte Natural,14652.20,Morte Acidental,17982.25,Diá­ria por Incapacidade,13.32,66600.93
Sra. Sophia Aparecida,146.258.907-30,Silveira,PA,9914542745,2024-11-07,272.56,307650.35,Ravi Lucca Pastor,Ativa,Morte Natural,31116.69,Morte Acidental,38188.66,Invalidez Permanente,14143.95,141439.49
Rael Barbosa,409.586.371-48,Mendes de Alves,SP,8481831512,2025-01-22,225.69,32798.22,Cauá¦ Macedo,Ativa,Doenças Graves,32403.41,Morte Natural,142575.00,Morte Acidental,174978.41,648068.18
Anna Liz da Mota,910.532.476-99,Vieira,ES,3738395351,2024-12-31,985.69,387951.41,Thiago Costa,Ativa,Morte Natural,19573.27,Morte Acidental,24021.75,Invalidez Permanente,8896.94,88969.43
Danilo Pacheco,203.654.987-00,das Neves de Abreu,AL,2486759718,2024-07-13,523.93,135556.51,Luana Araújo,Ativa,Invalidez Permanente,6288.61,Doenças Graves,3144.30,Morte Acidental,16979.23,62886.05
Josué Ramos,628.391.570-12,Pimenta,SE,5210535609,2025-10-08,208.31,55702.61,Dr. Ravy Gomes,Ativa,Morte Acidental,13524.32,Morte Natural,11019.82,Invalidez Permanente,5009.01,50090.08
Dr. Luiz Miguel Montenegro,836.912.074-13,Sales,RJ,1163633232,2023-07-14,802.15,126003.11,Caleb Aragão,Ativa,Auxílio Funeral,3587.86,Invalidez Permanente,89696.41,Doenças Graves,44848.21,896964.11
Maria Luiza Machado,953.160.428-24,Novais,SP,1750192843,2024-04-08,534.04,141243.55,Breno Macedo,Ativa,Invalidez Permanente,6711.66,Morte Acidental,18121.48,Diá­ria por Incapacidade,13.42,67116.58
Ryan Barros,817.460.532-08,Ramos,GO,8181908900,2023-07-13,928.33,359188.52,Sr. Vinícius Nogueira,Ativa,Invalidez Permanente,11327.96,Auxílio Funeral,453.12,Morte Acidental,30585.50,113279.64
Dra. Olívia Pacheco,918.526.743-00,Carvalho do Sul,PB,8058349108,2025-04-06,232.71,437289.03,Dante Vieira,Ativa,Morte Natural,14146.17,Doenças Graves,3215.04,Morte Acidental,17361.21,64300.77
Ana Lívia Fernandes,623.095.481-89,Correia da Serra,CE,9220330348,2024-10-16,528.80,33663.65,Henry Gabriel Rios,Ativa,Doenças Graves,5323.17,Morte Natural,23421.93,Morte Acidental,28745.09,106463.31
Manuela Caldeira,730.219.865-95,Macedo da Mata,MS,387759530,2024-07-03,216.78,240383.95,Beatriz Campos,Suspensa,Diá­ria por Incapacidade,15.58,Invalidez Permanente,7791.75,Doenças Graves,3895.88,77917.54
Dr. Cauá¦ Pereira,314.680.572-35,Abreu do Norte,MT,6559693226,2024-10-28,956.87,122727.82,Yago Pacheco,Ativa,Doenças Graves,8085.01,Morte Acidental,43659.03,Diá­ria por Incapacidade,32.34,161700.11
Matteo Montenegro,126.758.309-68,Almeida,RR,2314853805,2024-04-27,587.12,338403.30,Dr. João Felipe Melo,Ativa,Morte Natural,24134.72,Auxílio Funeral,438.81,Doenças Graves,5485.16,109703.29
Dra. Maria Julia Vasconcelos,290.341.875-60,Viana de Porto,AC,172686468,2023-11-05,926.16,420136.04,Francisco Correia,Ativa,Auxílio Funeral,2274.53,Doenças Graves,28431.58,Morte Natural,125098.95,568631.58
Emilly Barbosa,523.610.879-95,Araújo,GO,4546676005,2023-03-27,651.86,312723.61,Maria Sophia Santos,Ativa,Doenças Graves,9028.33,Diá­ria por Incapacidade,36.11,Auxílio Funeral,722.27,180566.66
Theodoro Azevedo,549.217.036-80,Silva da Mata,MA,7447827656,2023-04-16,226.74,361088.94,Vitor Gabriel Moura,Ativa,Doenças Graves,3105.18,Morte Natural,13662.78,Morte Acidental,16767.96,62103.56
Josué Leão,649.208.153-60,Sales,SC,3253003136,2025-09-15,928.67,51920.62,Liam Mendes,Cancelada,Morte Natural,43272.88,Diá­ria por Incapacidade,39.34,Invalidez Permanente,19669.49,196694.90
Dra. Ana Carolina da Paz,194.308.652-42,Freitas de da Costa,RS,3515582850,2024-05-19,219.64,345011.08,Gabriel Machado,Ativa,Doenças Graves,6533.95,Invalidez Permanente,13067.90,Diá­ria por Incapacidade,26.14,130678.99
Gustavo Cardoso,439.017.258-14,Moreira de Pereira,ES,4341051201,2024-10-09,179.45,243182.70,Maria Julia Rios,Cancelada,Diá­ria por Incapacidade,17.53,Morte Natural,19279.59,Invalidez Permanente,8763.45,87634.51
Lucas Dias,879.623.045-29,da Conceição,RJ,221565123,2023-09-10,635.76,112253.43,Davi Miguel Sales,Ativa,Morte Natural,41871.13,Auxílio Funeral,761.29,Doenças Graves,9516.17,190323.31
Rael Vieira,451.698.723-64,Cardoso,AL,9241136784,2023-06-13,593.83,456860.93,Gabrielly Rios,Ativa,Doenças Graves,9095.38,Invalidez Permanente,18190.76,Auxílio Funeral,727.63,181907.56
Olívia Novaes,437.296.581-82,Santos da Serra,RS,9869440406,2024-07-23,490.03,240487.51,Heloisa Viana,Suspensa,Auxílio Funeral,780.88,Invalidez Permanente,19522.12,Morte Natural,42948.65,195221.15
Sra. Mariana Ferreira,389.742.560-29,Sales,TO,5957649827,2023-01-12,298.74,477023.54,Ravi Lucca Almeida,Cancelada,Morte Natural,39578.81,Diá­ria por Incapacidade,35.98,Doenças Graves,8995.18,179903.69
Pietro Sales,478.631.059-00,Carvalho,PE,1393739182,2023-12-01,942.61,433498.99,Luiz Fernando da Mota,Ativa,Morte Natural,138737.46,Morte Acidental,170268.71,Invalidez Permanente,63062.48,630624.84
Caio da Luz,837.204.615-80,Freitas,PA,465884121,2024-05-11,674.60,54449.77,Lavínia Dias,Ativa,Invalidez Permanente,13792.57,Auxílio Funeral,551.70,Morte Natural,30343.65,137925.67
Sr. Leonardo da Luz,709.163.248-69,Oliveira,MS,3476640862,2023-04-18,842.42,117952.33,Luan Dias,Ativa,Doenças Graves,34507.70,Auxílio Funeral,2760.62,Invalidez Permanente,69015.40,690153.95
Dr. João Vitor da Conceição,687.452.390-29,Costela,AM,6109679143,2024-07-31,278.48,444404.24,Vinicius da Cunha,Suspensa,Morte Acidental,38312.02,Diá­ria por Incapacidade,28.38,Doenças Graves,7094.82,141896.36
Srta. Maria Júlia Cirino,841.936.270-04,Leão de Minas,AC,7522976008,2025-08-21,695.99,366386.06,Alana Castro,Ativa,Invalidez Permanente,56885.81,Diá­ria por Incapacidade,113.77,Morte Natural,125148.77,568858.06
Ana Beatriz Viana,081.953.726-86,Melo de Fogaça,RR,7896745059,2022-12-26,102.32,123434.87,Davi Lucas Pinto,Cancelada,Auxílio Funeral,2542.54,Doenças Graves,31781.71,Morte Acidental,171621.21,635634.11
Lucca Costela,263.087.941-04,Nogueira,CE,3536350146,2025-07-20,834.77,22517.35,Maria Eduarda Barbosa,Ativa,Doenças Graves,4318.61,Auxílio Funeral,345.49,Morte Acidental,23320.47,86372.12
Dante Ferreira,915.604.837-84,da Mota de Goiá­s,AC,2953705972,2024-02-10,384.12,141786.04,Ísis Freitas,Ativa,Doenças Graves,6896.96,Morte Acidental,37243.59,Auxílio Funeral,551.76,137939.21
Brenda Barbosa,160.983.257-40,Monteiro,AM,9548562799,2024-06-28,540.35,34381.31,José da Rosa,Ativa,Morte Natural,21572.10,Auxílio Funeral,392.22,Morte Acidental,26474.85,98055.01
José Guerra,526.903.814-51,Albuquerque Paulista,AM,8640083244,2023-03-15,416.32,169652.52,Kevin Rezende,Cancelada,Diá­ria por Incapacidade,34.23,Morte Natural,37653.50,Morte Acidental,46211.11,171152.26
Helena Aragão,389.476.015-00,Almeida do Campo,ES,3606335458,2025-11-01,266.61,343407.50,Ana Luiza da Rocha,Suspensa,Diá­ria por Incapacidade,192.00,Morte Acidental,259198.19,Auxílio Funeral,3839.97,959993.30
Leandro Aragão,190.824.653-70,Correia do Galho,AP,2206558140,2024-05-06,200.89,415298.67,Eloah Souza,Suspensa,Morte Natural,21838.96,Diá­ria por Incapacidade,19.85,Doenças Graves,4963.40,99267.99
Murilo Casa Grande,369.481.257-19,Freitas de Correia,CE,7554013173,2025-10-13,226.89,449083.95,Ana Cecília Novaes,Ativa,Doenças Graves,8350.43,Invalidez Permanente,16700.87,Diá­ria por Incapacidade,33.40,167008.66
Léo Silva,536.980.421-42,Cavalcanti de Monteiro,ES,4753088963,2023-09-14,346.52,445313.84,Allana Machado,Ativa,Morte Natural,17532.78,Auxílio Funeral,318.78,Invalidez Permanente,7969.44,79694.44
Otto Fogaça,940.872.356-29,da Rosa,PB,1051259478,2024-07-29,768.90,69748.88,Enzo Sales,Ativa,Auxílio Funeral,2806.17,Doenças Graves,35077.08,Morte Natural,154339.14,701541.53
Joaquim Martins,241.938.075-41,Siqueira de Minas,AP,7838292863,2023-08-21,185.58,368552.49,Gabriel da Paz,Ativa,Auxílio Funeral,2760.50,Invalidez Permanente,69012.59,Morte Acidental,186333.99,690125.90
Juliana Gonçalves,478.925.163-28,Sampaio,PA,8650327670,2024-12-03,867.11,232076.24,Liz Rocha,Ativa,Invalidez Permanente,14750.38,Diá­ria por Incapacidade,29.50,Morte Natural,32450.84,147503.81
Manuella Sampaio,748.621.950-67,Guerra,MG,528959572,2024-01-25,391.30,442181.12,Emilly Moraes,Suspensa,Morte Acidental,33358.95,Auxílio Funeral,494.21,Diá­ria por Incapacidade,24.71,123551.65
Maria Isis Teixeira,063.215.798-40,Silva do Norte,RJ,2611728709,2025-06-18,190.61,154447.12,Levi Macedo,Suspensa,Auxílio Funeral,3434.89,Morte Natural,188918.83,Diá­ria por Incapacidade,171.74,858721.96
Isaac Mendonça,685.027.913-03,Lima do Campo,BA,2419492377,2025-04-26,752.70,499610.72,Davi Lucca Moura,Ativa,Diá­ria por Incapacidade,18.38,Auxílio Funeral,367.54,Morte Natural,20214.68,91884.91
Kamilly Siqueira,641.789.325-19,Vasconcelos dos Dourados,CE,6735456882,2025-10-02,172.14,146249.49,Mariah Almeida,Ativa,Doenças Graves,6297.12,Invalidez Permanente,12594.23,Morte Acidental,34004.43,125942.32
Julia Silva,596.847.123-91,Fernandes Paulista,AC,7620739396,2024-06-10,291.65,133489.84,Bento Pimenta,Ativa,Invalidez Permanente,18942.39,Morte Acidental,51144.45,Diá­ria por Incapacidade,37.88,189423.90
Amanda da Rosa,604.375.219-07,Macedo,PE,6076438157,2022-12-01,510.44,323505.82,Sr. Lorenzo Borges,Ativa,Morte Acidental,46897.09,Doenças Graves,8684.65,Auxílio Funeral,694.77,173692.93
Sra. Marina Freitas,674.510.839-93,Andrade da Praia,RR,61587835,2024-07-24,803.91,393153.39,João Felipe Cardoso,Suspensa,Morte Acidental,24981.89,Auxílio Funeral,370.10,Invalidez Permanente,9252.55,92525.52
Bianca Castro,268.571.934-28,da Paz,MG,4364497263,2025-04-24,394.29,160106.16,Davi Lucca Mendes,Ativa,Doenças Graves,29822.24,Diá­ria por Incapacidade,119.29,Morte Natural,131217.84,596444.73
Sra. Júlia Duarte,764.239.018-13,Camargo,CE,3367243043,2023-01-12,688.70,296346.83,Diego Sales,Ativa,Morte Natural,11007.24,Diá­ria por Incapacidade,10.01,Invalidez Permanente,5003.29,50032.93
Yuri Azevedo,763.418.059-93,Martins,AP,5958680647,2023-11-19,270.47,68014.57,Bento Lopes,Ativa,Morte Acidental,37661.66,Doenças Graves,6974.38,Auxílio Funeral,557.95,139487.62
Carlos Eduardo Rodrigues,294.380.156-98,da Rocha da Serra,SP,2343539202,2024-10-01,564.73,126729.92,Pedro Henrique Ramos,Ativa,Invalidez Permanente,75312.42,Morte Natural,165687.32,Auxílio Funeral,3012.50,753124.18
Dom Souza,167.402.983-78,Gomes da Prata,SC,1228671246,2024-11-01,237.95,208116.92,Larissa Mendes,Ativa,Doenças Graves,5575.55,Morte Natural,24532.42,Diá­ria por Incapacidade,22.30,111510.99
Sra. Aylla Jesus,901.543.678-93,Costa de Vargas,MS,1381358500,2023-12-03,129.66,126839.88,Bento Nascimento,Ativa,Doenças Graves,36512.00,Morte Natural,160652.79,Morte Acidental,197164.79,730239.97
Ana Guerra,645.821.073-62,Pastor de Ferreira,ES,2936428211,2025-06-05,214.17,443496.62,Marcela Oliveira,Ativa,Diá­ria por Incapacidade,18.62,Morte Acidental,25133.27,Doenças Graves,4654.31,93086.19
Sr. Théo Peixoto,681.720.453-44,da Luz de Santos,BA,2736265932,2024-10-13,890.63,10733.91,Dra. Lunna Cavalcante,Ativa,Auxílio Funeral,436.78,Morte Acidental,29482.64,Doenças Graves,5459.75,109194.95
João Silva,160.785.329-95,da Conceição da Mata,MT,7234220807,2025-06-15,850.63,366275.61,Luan Lopes,Ativa,Morte Acidental,37665.50,Morte Natural,30690.41,Auxílio Funeral,558.01,139501.85
Lavínia da Mota,703.561.982-86,Monteiro,SP,1358963734,2024-01-14,612.35,38433.97,Dra. Maria Sophia Campos,Ativa,Morte Acidental,15952.00,Morte Natural,12997.92,Auxílio Funeral,236.33,59081.47
Manuella Fogaça,913.625.084-89,Pacheco,RJ,3287464199,2023-10-24,700.14,236656.52,Hadassa Aragão,Ativa,Morte Acidental,167625.86,Auxílio Funeral,2483.35,Morte Natural,136584.03,620836.50
Olivia Peixoto,582.617.904-01,Ferreira,PB,1741754655,2024-01-30,472.55,422306.61,Esther Duarte,Ativa,Morte Natural,31147.63,Auxílio Funeral,566.32,Morte Acidental,38226.64,141580.14
Thales Câmara,856.091.374-20,Ramos,AL,2592050085,2024-12-02,624.28,277944.57,Lorenzo Sampaio,Suspensa,Morte Natural,180310.60,Auxílio Funeral,3278.37,Diá­ria por Incapacidade,163.92,819593.63
Dra. Cecília da Cunha,875.912.346-09,Araújo da Prata,TO,6970052965,2023-05-11,398.72,161775.57,Valentina Pastor,Ativa,Morte Acidental,214289.79,Morte Natural,174606.50,Diá­ria por Incapacidade,158.73,793665.89
Henry Gabriel Barros,432.591.876-00,Almeida,SE,3954039752,2023-11-26,656.63,273296.27,Hadassa Casa Grande,Ativa,Morte Natural,25843.50,Invalidez Permanente,11747.04,Doenças Graves,5873.52,117470.44
Luna Carvalho,702.345.861-17,Andrade,MG,6538965124,2023-07-13,763.99,194613.45,Ana Laura das Neves,Ativa,Invalidez Permanente,14096.73,Doenças Graves,7048.36,Diá­ria por Incapacidade,28.19,140967.26
Manuela Oliveira,793.654.820-38,Nunes,AC,3797878693,2025-07-08,811.04,175066.44,Enzo Leão,Ativa,Invalidez Permanente,13681.67,Diá­ria por Incapacidade,27.36,Auxílio Funeral,547.27,136816.71
Paulo Cardoso,876.403.251-53,Siqueira,RS,4706705809,2023-02-01,361.15,362426.39,Emanuelly Cassiano,Ativa,Auxílio Funeral,430.30,Morte Natural,23666.36,Doenças Graves,5378.72,107574.36
Vinícius Vieira,863.759.201-59,Ribeiro,SP,9320823838,2024-02-03,625.45,196822.03,Cauã Borges,Ativa,Morte Natural,23549.35,Auxílio Funeral,428.17,Diá­ria por Incapacidade,21.41,107042.51
Emilly Sousa,038.247.915-79,Moura,AC,7729334182,2023-05-07,659.87,34846.57,Sra. Natá­lia da Rosa,Ativa,Doenças Graves,4265.02,Diá­ria por Incapacidade,17.06,Morte Acidental,23031.12,85300.46
Luiz Gustavo Alves,253.468.190-70,Rios,GO,8205212772,2024-04-26,319.02,449060.96,Alexia Cardoso,Ativa,Auxílio Funeral,341.64,Diá­ria por Incapacidade,17.08,Morte Natural,18790.37,85410.75
Murilo Alves,587.013.492-79,Siqueira de da Paz,ES,9073582197,2023-02-13,488.85,71084.55,Lorenzo da Mota,Ativa,Doenças Graves,3910.95,Auxílio Funeral,312.88,Invalidez Permanente,7821.89,78218.91
Mariane Rodrigues,258.940.376-38,da Cruz,PE,401936592,2024-07-04,525.85,248053.46,Sr. Luiz Miguel Guerra,Suspensa,Morte Natural,113385.57,Morte Acidental,139155.02,Diá­ria por Incapacidade,103.08,515388.96
Sra. Isabelly Pimenta,468.713.520-07,Ferreira de Dias,RS,6829971806,2024-01-14,283.31,136481.69,Laís Peixoto,Ativa,Doenças Graves,6428.25,Invalidez Permanente,12856.50,Morte Acidental,34712.56,128565.02
Vitáüria Brito,037.192.465-07,Monteiro de Cassiano,AL,1737226448,2025-09-28,335.12,255492.35,Murilo Leão,Ativa,Morte Natural,33395.53,Doenças Graves,7589.89,Diá­ria por Incapacidade,30.36,151797.88
Anna Liz Teixeira,398.254.017-88,Porto do Galho,TO,155444218,2025-01-10,763.78,137943.15,Srta. Isabelly Machado,Ativa,Morte Natural,24572.09,Auxílio Funeral,446.77,Doenças Graves,5584.57,111691.34
Dr. Pedro Henrique Dias,563.281.704-08,Brito das Flores,RS,1761741931,2024-07-10,253.46,433483.94,Alice Mendes,Suspensa,Doenças Graves,9243.20,Morte Natural,40670.08,Morte Acidental,49913.28,184864.01
Srta. Evelyn Almeida,430.951.867-20,Cardoso,MA,6524910403,2025-06-09,339.62,400784.03,Sr. Ryan Peixoto,Suspensa,Invalidez Permanente,13831.41,Morte Natural,30429.10,Doenças Graves,6915.71,138314.11
Ana Julia Andrade,259.360.178-77,Nogueira,RN,7508562349,2025-09-14,997.82,386783.29,Isaque Alves,Ativa,Auxílio Funeral,2289.63,Morte Natural,125929.80,Invalidez Permanente,57240.82,572408.16
João Miguel Cavalcanti,062.849.571-49,Pinto,GO,3876842015,2024-10-28,445.81,218076.66,Yago Montenegro,Cancelada,Doenças Graves,4913.00,Diá­ria por Incapacidade,19.65,Morte Acidental,26530.22,98260.06
Srta. Olivia Ramos,743.601.892-22,Farias das Flores,RJ,4083011346,2024-09-21,900.54,400089.90,Rael Borges,Ativa,Morte Acidental,15541.33,Doenças Graves,2878.02,Invalidez Permanente,5756.05,57560.47
Sr. Francisco Rodrigues,543.196.782-73,Novais do Amparo,GO,1987064422,2024-02-24,870.55,194864.99,Paulo Cardoso,Ativa,Doenças Graves,3830.68,Auxílio Funeral,306.45,Invalidez Permanente,7661.35,76613.54
Sophia Moraes,431.586.720-90,Cavalcante,AP,1221701141,2024-02-07,128.16,105473.34,Yago Costa,Suspensa,Morte Natural,25082.38,Doenças Graves,5700.54,Morte Acidental,30782.92,114010.80
Arthur Viana,932.068.547-92,Souza,AL,4613277597,2024-11-18,980.78,454011.74,Ana Cecília Cunha,Ativa,Invalidez Permanente,8410.44,Auxílio Funeral,336.42,Morte Acidental,22708.19,84104.39
Samuel Mendonça,783.946.210-31,Oliveira do Campo,MG,5945992579,2024-09-11,792.57,276023.23,Gabriel Barros,Ativa,Doenças Graves,4892.57,Auxílio Funeral,391.41,Morte Acidental,26419.87,97851.36
Natá­lia da Costa,432.815.607-17,Novais,SP,5630145472,2023-07-10,782.42,424015.87,Vitor Gabriel Nascimento,Ativa,Diá­ria por Incapacidade,27.29,Doenças Graves,6821.70,Morte Acidental,36837.17,136433.96
Hadassa Silva,635.819.472-00,Rios Paulista,BA,2675538152,2024-11-23,968.67,368363.96,Marina Casa Grande,Ativa,Morte Natural,41828.15,Morte Acidental,51334.55,Diá­ria por Incapacidade,38.03,190127.96
Cecília Cavalcanti,163.028.957-40,Pereira,PR,5718653050,2025-07-31,290.61,225362.24,Vitor Gabriel Nogueira,Cancelada,Diá­ria por Incapacidade,37.16,Morte Natural,40880.90,Auxílio Funeral,743.29,185822.25
Felipe Teixeira,061.835.749-10,Nunes de Almeida,RR,9012067829,2025-10-17,164.54,251877.58,Diego Andrade,Ativa,Doenças Graves,9837.55,Invalidez Permanente,19675.11,Auxílio Funeral,787.00,196751.08
Maria Isis Sousa,487.205.916-67,Farias,GO,1062430231,2025-04-17,711.86,184867.13,Dr. Benjamin Fonseca,Ativa,Invalidez Permanente,69793.47,Morte Acidental,188442.38,Morte Natural,153545.64,697934.73
Luiz Gustavo Melo,619.035.842-05,Melo,AC,8274651247,2023-05-02,723.08,401770.22,Benjamim Mendonça,Ativa,Auxílio Funeral,691.12,Morte Acidental,46650.84,Invalidez Permanente,17278.09,172780.88
Nathan da Mata,840.973.561-00,Pimenta,RS,9970093254,2025-07-20,920.53,159446.66,Isabelly Ramos,Ativa,Morte Acidental,159563.80,Invalidez Permanente,59097.70,Auxílio Funeral,2363.91,590977.04
Bella Costela,605.183.479-66,Montenegro do Galho,CE,7403548365,2024-11-11,933.10,171924.82,Sra. Marina Ribeiro,Suspensa,Morte Natural,14844.10,Auxílio Funeral,269.89,Diá­ria por Incapacidade,13.49,67473.20
João Lucas Sales,623.950.841-15,Monteiro de Minas,PR,5535490308,2025-02-23,759.28,248695.29,Alexia Sousa,Ativa,Auxílio Funeral,550.12,Morte Natural,30256.81,Morte Acidental,37133.36,137530.97
Srta. Maria Helena Dias,915.748.230-60,da Conceição Alegre,RJ,9716993436,2025-05-21,114.20,396708.22,Luiz Felipe Almeida,Ativa,Doenças Graves,33400.32,Morte Acidental,180361.71,Invalidez Permanente,66800.64,668006.35
Laís Oliveira,162.045.978-76,Gonçalves,PR,1393702557,2024-10-05,312.98,429033.68,Emilly Sousa,Ativa,Auxílio Funeral,3278.49,Morte Natural,180316.89,Doenças Graves,40981.11,819622.23
Dr. Ravi Lucca Abreu,610.487.532-71,Souza,AM,6239897622,2023-02-28,435.04,252553.43,Pedro Pires,Ativa,Diá­ria por Incapacidade,36.24,Auxílio Funeral,724.75,Morte Acidental,48920.40,181186.66
João Vitor Ferreira,458.169.723-91,Almeida,PE,3141179402,2025-10-11,212.93,95738.85,Bruna Casa Grande,Ativa,Morte Acidental,39300.34,Diá­ria por Incapacidade,29.11,Invalidez Permanente,14555.68,145556.83
Mariana Macedo,582.391.760-03,Viana,DF,6832683048,2022-11-24,523.80,44688.93,Diogo Rodrigues,Ativa,Invalidez Permanente,19168.97,Morte Acidental,51756.21,Morte Natural,42171.73,191689.66
Sara Rocha,086.749.531-66,Guerra,MS,769422378,2023-04-05,735.32,495982.25,Ana Julia Fernandes,Ativa,Diá­ria por Incapacidade,22.36,Morte Natural,24595.27,Auxílio Funeral,447.19,111796.70
Dom Gonçalves,310.549.268-24,da Costa de da Conceição,SC,4993281315,2025-10-26,376.16,158936.08,Giovanna Andrade,Suspensa,Auxílio Funeral,528.65,Diá­ria por Incapacidade,26.43,Invalidez Permanente,13216.14,132161.43
Emilly Silveira,627.183.904-50,das Neves,ES,1025770109,2025-10-03,375.87,47904.24,Giovanna Viana,Ativa,Auxílio Funeral,2227.86,Doenças Graves,27848.20,Invalidez Permanente,55696.39,556963.90
Ana Laura Oliveira,286.793.054-56,Rocha das Flores,AC,9334343235,2023-10-18,999.10,269265.69,Sr. Erick Nogueira,Suspensa,Doenças Graves,7922.88,Invalidez Permanente,15845.76,Auxílio Funeral,633.83,158457.58
Luísa Vieira,325.640.719-61,Leão,RN,7494951183,2025-03-01,545.32,386684.61,Alana Nogueira,Ativa,Diá­ria por Incapacidade,22.77,Doenças Graves,5691.26,Morte Natural,25041.53,113825.15
Joana da Costa,489.371.256-09,Alves,RJ,2047140322,2022-12-27,560.03,309052.42,Melina Fernandes,Ativa,Morte Natural,32585.83,Morte Acidental,39991.71,Invalidez Permanente,14811.74,148117.43
